word;level
Filiale;A2.2
Finanzamt;A2.1
fit;A2.2
Fitness;A2.1
Flamme;A2.2
fliegen;A2.1
fliehen;A2.1
Flipflops;A2.2
flirten;A2.1
Flohmarkt;A2.1
Flugzeug;A2.1
Fluss;A2.2
folgen;A2.2
folgend;A2.2
formell;A2.2
formulieren;A2.2
fortgeschritten;A2.1
Forum;A2.1
Fotograf/in;A2.2
freiwillig;A2.2
Freizeit;A2.2
Freizeitaktivität;A2.2
Freizeitangebot;A2.2
Freizeitvergnügen;A2.2
Frisör/in;A2.1
frittieren;A2.2
funktionieren;A2.1
Gabel;A2.2
Gas;A2.1
Gassi gehen;A2.1
Gastronomie;A2.2
gebraucht;A2.1
Gebühr;A2.2
Geburt;A2.1
Geburtsdatum;A2.1
Geburtsland;A2.1
Geburtsname;A2.1
Geburtsort;A2.1
Geburtsurkunde;A2.1
Gedicht;A2.2
gefährden;A2.2
Gegensatz;A2.2
gehören;A2.1
Geiger/in;A2.2
Geldautomat;A2.2
Geldbörse;A2.2
Geldstück;A2.2
gemischt;A2.2
Gemüselasagne;A2.2
genehmigen;A2.1
genial;A2.1
genießen;A2.2
genug;A2.1
gepunktet;A2.2
Gericht;A2.2
gesamt;A2.2
Gesamtschule;A2.2
Geschichte;A2.2
Geschirr;A2.2
Geschlecht;A2.1
gesondert;A2.1
gestalten;A2.2
gestreift;A2.2
gesund;A2.2
gesundheitlich;A2.2
gewinnen;A2.2
Gipsbein;A2.2
Girocard;A2.2
Girokonto;A2.2
Glascontainer;A2.1
glatt;A2.2
Glatze;A2.2
Glück;A2.2
Glückspfennig;A2.2
Gold;A2.2
googeln;A2.1
Grafik;A2.2
Grafiker/in;A2.2
griechisch;A2.2
Grill;A2.2
Grillkohle;A2.2
Grillplatz;A2.2
Grillsoße;A2.2
Grillzange;A2.2
Grund;A2.1
Grundschule;A2.1
Gulaschsuppe;A2.2
Gürtel;A2.2
Gymnasium;A2.2
Gymnastik;A2.2
Haarpflege;A2.2
Halbjahr;A2.2
Halt;A2.1
Handgelenk;A2.2
handwerklich;A2.1
Hauptgericht;A2.2
Hauptschule;A2.2
Hausbewohner/in;A2.1
Hausmeister/in;A2.1
Hausmittel;A2.2
Hausordnung;A2.1
Hausregel;A2.1
Hausreinigung;A2.1
Hausverwaltung;A2.1
Haut;A2.2
Hautpflege;A2.2
Hektik;A2.2
herausfinden;A2.1
heraussuchen;A2.2
herein;A2.1
herrlich;A2.2
herum;A2.2
herunterladen;A2.1
herzlich;A2.1
hiermit;A2.2
hierzu;A2.2
hin;A2.1
hinfahren;A2.2
Hinfahrt;A2.1
hinfallen;A2.2
hingehen;A2.1
hoch;A2.1
hochladen;A2.1
hochlegen;A2.2
Hof;A2.1
hoffen;A2.1
hoffentlich;A2.1
höflich;A2.2
holen;A2.2
Holz;A2.1
hübsch;A2.2
Hufeisen;A2.2
IBAN;A2.2
indirekt;A2.2
Informatiker/in;A2.1
informieren;A2.1
Innenstadt;A2.2
Integration;A2.1
Integrationskurs;A2.1
Integrationsverein;A2.2
interessieren;A2.2
international;A2.1
Internet;A2.1
Internetzugang;A2.2
Interviewpartner/in;A2.2
irgendwo;A2.2
jährlich;A2.2
jederzeit;A2.2
jemand;A2.1
jeweils;A2.2
jobben;A2.1
Jugendliche;A2.2
Junge;A2.2
Kabelsalat;A2.2
Kamera;A2.2
kariert;A2.2
Kategorie;A2.1
kaufmännisch;A2.1
Kellerzugang;A2.1
Kenntnisse;A2.1
Kennwort;A2.1
kennzeichnen;A2.2
Kerze;A2.2
Kindergeld;A2.1
Kindertagesstätte (Kita);A2.2
Kinderwagen;A2.1
Kinokarte;A2.1
klagen;A2.2
Klasse;A2.2
Klassenarbeit;A2.2
Klassenlehrer/in;A2.2
Kleeblatt;A2.2
Kleingeld;A2.2
Kleinmöbel (Pl.);A2.1
klicken;A2.1
knackig;A2.2
Kneipe;A2.1
Knöchel;A2.2
Kommentar;A2.1
Kommode;A2.1
Kommunikation;A2.1
kommunizieren;A2.2
kompakt;A2.1
Kompliment;A2.2
kompliziert;A2.2
Konto;A2.2
Kontoauszug;A2.2
Kontoinhaber/in;A2.2
Kontonummer;A2.2
Kontostand;A2.2
Kontoverbindung;A2.2
kontrollieren;A2.2
konzentrieren;A2.2
Kopfhörer;A2.2
kopieren;A2.2
Korb;A2.2
Kosmetiktasche;A2.2
Kostenerstattung;A2.2
kostenfrei;A2.1
kostenlos;A2.1
Kostenübernahme;A2.2
Kraft;A2.2
Krawatte;A2.2
Kreditinstitut;A2.2
Kreditkarte;A2.2
Küchengerät;A2.2
Küchenhilfe;A2.1
kühlen;A2.2
Kulturcafé;A2.1
Kumpel;A2.2
Kundenbetreuung;A2.2
Kundennummer;A2.2
Kundenreferenz;A2.2
kündigen;A2.1
Kunst;A2.2
Kursgebühr;A2.1
kürzen;A2.1
Kurzprogramm;A2.1
Laden;A2.2
Laptop;A2.2
Laufbahn;A2.1
laufen;A2.2
Lebenslauf;A2.1
Lebenspartner/in;A2.1
Lebensweg;A2.1
legen;A2.1
Lehre;A2.1
Lehrmaterial;A2.1
Leidenschaft;A2.2
leidtun;A2.1
leihen;A2.2
Leistung;A2.2
Leser/in;A2.1
Lichtbildausweis;A2.1
Lieblingsfach;A2.2
Lieblingsfarbe;A2.2
Lieferant/in;A2.1
liefern;A2.1
lockig;A2.2
Löffel;A2.2
löschen;A2.1
lösen;A2.2
losfahren;A2.1
lückenlos;A2.1
Lust;A2.2
Mädchen;A2.2
mailen;A2.1
Make-up;A2.2
Makler/in;A2.1
malen;A2.2
manche;A2.2
mangelhaft;A2.2
männlich;A2.1
Marketing;A2.2
Massage;A2.2
massieren;A2.2
Material;A2.1
Mathearbeit;A2.2
Maus;A2.2
Meditation;A2.2
Mehrfachsteckdose;A2.2
Meinung;A2.2
meist;A2.2
melden;A2.1
Menge;A2.2
Messer;A2.2
mich;A2.1
Mieter/in;A2.1
Mineralwasser;A2.2
miserabel;A2.1
Mitarbeiter/in;A2.1
Mitbewohner/in;A2.1
mitfahren;A2.2
mitkommen;A2.1
mitmachen;A2.1
mitnehmen;A2.1
mitschreiben;A2.2
Mitteilung;A2.1
Mittelschule;A2.1
mittlere;A2.1
mobil;A2.2
Modedesigner/in;A2.1
Modegeschäft;A2.2
Modeschmuck;A2.2
monatlich;A2.2
Müllabfuhr;A2.1
Münze;A2.2
Muskel;A2.2
Muster;A2.1
Nachbarschaft;A2.1
Nachbereitung;A2.2
nachher;A2.2
Nachhilfe;A2.2
Nachricht;A2.1
nachschauen;A2.1
Nachtisch;A2.1
nah;A2.1
Nähe;A2.1
nähen;A2.2
nämlich;A2.1
Naturkosmetik;A2.2
Navigationsgerät (Navi);A2.2
Nebenwirkung;A2.2
Neffe;A2.1
nennen;A2.2
nervös;A2.1
Newsletter;A2.1
Nichte;A2.1
niemand;A2.2
normal;A2.2
normalerweise;A2.2
Note;A2.2
notieren;A2.1
nötig;A2.1
Nulltarif;A2.2
Nummer;A2.1
nutzen;A2.2
ob;A2.1
oben;A2.1
Oberschule;A2.2
Ofen;A2.2
Ohrring;A2.2
olympisch;A2.2
Online-Banking;A2.2
Open-Air-Konzert;A2.2
Option;A2.1
ordnungsgerecht;A2.1
Parfümerie;A2.2
passieren;A2.1
Pech;A2.1
Personalabteilung;A2.2
Personalausweis;A2.1
Personalbüro;A2.2
Personalleiter/in;A2.2
persönlich;A2.1
Pfanne;A2.2
Pfennig;A2.2
Pflicht;A2.2
Physik;A2.2
Pilates;A2.2
Pilot/in;A2.2
PIN;A2.2
planmäßig;A2.1
Planung;A2.2
plötzlich;A2.2
Poetry-Slam;A2.2
Politik;A2.1
Polizist/in;A2.2
preiswert;A2.1
prima;A2.1
privat;A2.1
professionell;A2.1
Programm;A2.1
Prost;A2.1
Protokoll;A2.2
Prüfung;A2.1
Prüfungstraining;A2.1
Quatsch;A2.2
Radtour;A2.1
Rat;A2.2
Ratschlag;A2.2
reagieren;A2.2
Realschulabschluss;A2.1
Realschule;A2.2
Rechnung;A2.2
Rechnungsbetrag;A2.2
Rechnungsnummer;A2.2
Rede;A2.2
Regel;A2.2
Regen;A2.1
Regenschirm;A2.1
Regie;A2.2
reich;A2.2
reichlich;A2.1
Reichtum;A2.2
Reihenfolge;A2.1
Reinigungsarbeiten;A2.1
Reisemöglichkeit;A2.1
reisen;A2.1
Reisepass;A2.1
Reiseziel;A2.1
reizen;A2.2
Religion;A2.2
Rente;A2.1
reservieren;A2.1
Reservierung;A2.1
Respekt;A2.2
Restaurantfachmann/-frau;A2.1
Restmüll;A2.1
Rettungswagen;A2.2
rhythmisch;A2.1
Richtung;A2.1
Rolle;A2.1
Rückenmuskulatur;A2.2
Rückfahrt;A2.1
Rückfrage;A2.2
Saal;A2.2
Schach;A2.2
schaffen;A2.1
Schaffner/in;A2.1
Schafskäse;A2.2
scharf;A2.2
Schaubild;A2.2
schauen;A2.2
Schaufenster;A2.2
Schein;A2.2
schick;A2.2
schieben;A2.2
Schild;A2.1
schlachten;A2.2
schlafengehen;A2.2
schlagen;A2.2
schlank;A2.2
schließlich;A2.1
Schmerztablette;A2.2
Schmuck;A2.2
Schnäppchen;A2.2
Schnitzel;A2.2
Schnupperkurs;A2.2
Schnurrbart;A2.2
schonen;A2.1
Schornsteinfeger/in;A2.2
schrecklich;A2.2
Schrei;A2.2
Schuhgröße;A2.2
Schulform;A2.2
Schulleiter/in;A2.2
Schulpflicht;A2.2
Schulsystem;A2.2
Schulzeit;A2.1
Schüssel;A2.2
schwarzfahren;A2.1
Schwellung;A2.2
Schwiegereltern;A2.1
schwierig;A2.1
segeln;A2.2
seit;A2.1
Sekretariat;A2.2
selber;A2.2
selbst;A2.2
Semester;A2.1
Senior/in;A2.1
separat;A2.1
Serviceschalter;A2.1
setzen;A2.1
Shorts;A2.2
Sicherheit;A2.2
Sieg;A2.2
Silber;A2.2
sinken;A2.1
Situation;A2.1
Smartphone;A2.1
Snack;A2.2
sogar;A2.1
sondern;A2.1
sorgen;A2.1
sorgfältig;A2.1
Sozialpädagoge/-pädagogin;A2.2
sparen;A2.1
Sparkonto;A2.2
Sparschwein;A2.2
spätestens;A2.2
Spaziergang;A2.1
speichern;A2.1
spezial;A2.1
speziell;A2.2
Spiegel;A2.1
Spielfeld;A2.2
Spielwaren;A2.2
Spielzeug;A2.1
Sportart;A2.2
Sportergebnis;A2.2
Sportplatz;A2.2
Sportunterricht;A2.2
Sportverein;A2.2
Staatsangehörigkeit;A2.1
städtisch;A2.1
ständig;A2.2
stärken;A2.2
starten;A2.1
Startseite;A2.1
Station;A2.1
statt;A2.1
Steak;A2.2
Steckdose;A2.2
stecken;A2.2
stehlen;A2.2
steigen;A2.1
Stelle;A2.1
Stellenangebot;A2.1
Stellensuche;A2.1
Stellplatz;A2.1
Steuer;A2.2
Stiefel;A2.2
Störung;A2.1
stoßen;A2.2
Strafe;A2.1
Straßenfest;A2.1
Strecke;A2.1
streng;A2.2
Struktur;A2.1
surfen;A2.2
Süßigkeiten;A2.2
Symbol;A2.1
sympathisch;A2.1
Tagesordnung;A2.2
TAN;A2.2
Tango;A2.2
Tänzer/in;A2.2
Tanzkurs;A2.2
Taste;A2.2
Täter/in;A2.2
Tattoo;A2.2
tauschen;A2.1
Team;A2.1
Teelicht;A2.2
Teenager;A2.2
Teil;A2.1
Teilnahme;A2.2
Teilnahmebescheinigung;A2.2
teilnehmen;A2.2
Teilzeit;A2.1
Teilzeitstelle;A2.1
telefonisch;A2.2
Temperatur;A2.1
Terminplanung;A2.1
Test;A2.1
Theater;A2.1
Thema;A2.1
Theorie;A2.1
Therapie;A2.2
Tiefgarage;A2.1
Tier;A2.2
Tierpfleger/in;A2.2
tippen;A2.1
Tippfehler;A2.1
Tischdecke;A2.2
Tischdekoration;A2.2
Tischler/in;A2.1
Toaster;A2.2
Tonne;A2.1
Trainer/in;A2.2
trainieren;A2.1
Training;A2.1
träumen;A2.2
traurig;A2.2
Treffpunkt;A2.1
treiben;A2.2
trennen;A2.1
Treppe;A2.1
Treppenhaus;A2.1
Trick;A2.1
trotzdem;A2.2
turnen;A2.2
Tüte;A2.2
Übelkeit;A2.2
üben;A2.1
Überfall;A2.2
überfallen;A2.2
überlasten;A2.2
übernehmen;A2.1
Überraschung;A2.1
Überschrift;A2.1
übersenden;A2.2
Übersiedlung;A2.1
Überwachungskamera;A2.2
überweisen;A2.2
Überweisung;A2.2
Überweisungsformular;A2.2
übrigens;A2.2
umfangreich;A2.2
Umfrage;A2.2
Umkleide;A2.2
umknicken;A2.2
umschreiben;A2.1
umsteigen;A2.1
Umwelt;A2.1
umziehen;A2.1
Umzug;A2.1
Umzugskarton;A2.1
unbürokratisch;A2.2
unfair;A2.2
ungarisch;A2.2
ungenügend;A2.2
Uniform;A2.2
unprofessionell;A2.1
unsympathisch;A2.1
unten;A2.2
unterhalten;A2.2
Unterlagen;A2.1
unternehmen;A2.1
Unterschied;A2.2
unterschreiben;A2.1
unterstützen;A2.2
Unterwäsche;A2.2
unterwegs;A2.1
unzufrieden;A2.1
Urkunde;A2.1
Vanilleeis;A2.2
Variante;A2.2
Vase;A2.1
Vegetarier/in;A2.2
vegetarisch;A2.2
Verabredung;A2.1
verabschieden;A2.2
Verabschiedung;A2.2
veranstalten;A2.2
Veranstaltung;A2.1
Veranstaltungshinweis;A2.2
Veranstaltungstipp;A2.1
verbessern;A2.2
Verbindung;A2.1
verboten;A2.2
Verbraucherzähler;A2.1
verbringen;A2.2
verehrt/verehrte;A2.1
vereinbaren;A2.1
Vergangenheit;A2.2
Verhalten;A2.2
verlegen;A2.2
verlieben;A2.1
verlieren;A2.1
vermeiden;A2.2
Vermeidung;A2.2
vermieten;A2.1
Vermieter/in;A2.1
vermitteln;A2.2
Verpackung;A2.2
verpassen;A2.1
verrückt;A2.1
verschlafen;A2.1
verschreiben;A2.2
Versicherung;A2.2
Versicherungsnehmer/in;A2.2
Versicherungstarif;A2.2
Verspannung;A2.2
verspätet;A2.1
Verspätung;A2.1
Versuch;A2.2
verteilen;A2.2
Vertrieb;A2.2
verwenden;A2.2
Verwendungszweck;A2.2
Vokabeltest;A2.2
Volleyball;A2.1
Volleyballspiel;A2.2
vollständig;A2.1
Vollzeit;A2.1
Vollzeitstelle;A2.1
Voraussetzung;A2.1
vorbeikommen;A2.2
vorbereiten;A2.2
Vorbereitung;A2.1
vorhanden;A2.1
Vorkenntnisse;A2.1
Vorlage;A2.1
Vorlesung;A2.2
Vorschlag;A2.1
Vorschrift;A2.2
Vorsicht;A2.1
Vorstellungsgespräch;A2.1
Vorteil;A2.2
Vortrag;A2.2
während;A2.2
wandern;A2.2
Wanderschuh;A2.2
Wärmflasche;A2.2
Webseite;A2.1
Wecker;A2.2
wegen;A2.1
weggehen;A2.2
weglaufen;A2.2
weiblich;A2.1
weil;A2.1
Weiterbildung;A2.1
weiterhin;A2.1
Welt;A2.1
wenig;A2.1
Werbeagentur;A2.2
Werbeflyer;A2.2
Werbetexter/in;A2.2
werfen;A2.2
Wettervorhersage;A2.1
wiederholen;A2.1
wirklich;A2.2
Wirtschaft;A2.1
wohl;A2.1
Wohngemeinschaft;A2.1
Wohnungsbesichtigung;A2.1
wunderbar;A2.2
wundervoll;A2.2
Wunsch;A2.1
Würstchen;A2.1
Yoga;A2.1
Zähler;A2.1
Zahlungsempfänger/in;A2.2
Zeitmanagement;A2.1
Zeitschrift;A2.1
Zeitungsartikel;A2.2
zeitweise;A2.1
Zertifikat;A2.1
Zeuge/Zeugin;A2.2
Zeugnis;A2.1
Zoo;A2.1
zubereiten;A2.2
Zucchini;A2.2
zufrieden;A2.1
Zugang;A2.1
zuhören;A2.1
Zulassungsstelle;A2.1
zuletzt;A2.1
zurückgeben;A2.2
zuschauen;A2.1
zuständig;A2.1
zuverlässig;A2.1
zuzüglich;A2.1
zwischendurch;A2.2
